,Country,Date,pagePath,Number of Pages,Sessions,Users,Duration
865,Germany,2023-04-20,/marktplatz?tab=0&attr=93,1,2,1,2
864,Germany,2023-04-20,/marktplatz?tab=0&attr=88&attr=93,1,1,1,3
863,Germany,2023-04-20,/marktplatz?tab=0&attr=88,1,1,1,6
862,Germany,2023-04-20,/marktplatz?tab=0&attr=79,1,1,1,22
861,Germany,2023-04-20,/marktplatz?tab=0&attr=31&ptgId=57&ptgId=7,1,1,1,14
860,Germany,2023-04-20,/marktplatz?tab=0&attr=31&ptgId=57,1,1,1,12
859,Germany,2023-04-20,/marktplatz?tab=0&attr=31&productId=251,1,1,1,31
858,Germany,2023-04-20,/marktplatz?tab=0&attr=31&attr=27&productId=80,1,1,1,4
857,Germany,2023-04-20,/marktplatz?tab=0&attr=31&attr=27&productId=230,1,1,1,4
856,Germany,2023-04-20,/marktplatz?tab=0&attr=31&attr=27&productId=126,1,1,1,90
855,Germany,2023-04-20,/marktplatz?tab=0&attr=31&attr=124,1,1,1,2
854,Germany,2023-04-20,/marktplatz?tab=0&attr=14&attr=124&productId=308,1,1,1,23
853,Germany,2023-04-20,/marktplatz?tab=0&attr=14&attr=124&productId=289,1,1,1,7
852,Germany,2023-04-20,/marktplatz?tab=0&attr=14&attr=124&productId=280,1,1,1,3
851,Germany,2023-04-20,/marktplatz?tab=0&attr=14,1,1,1,31
838,Germany,2023-04-20,/composer/template/new?tab=0&ptgId=66,1,1,1,3
850,Germany,2023-04-20,/marktplatz%3Ftab=0?tab=0&ptgId=64,1,1,1,1
839,Germany,2023-04-20,/composer/template/new?tab=0&rating=2,1,1,1,1
830,Germany,2023-04-20,/composer/template/new?tab=0&productId=335,1,1,1,3
837,Germany,2023-04-20,/composer/template/new?tab=0&ptgId=65,1,1,1,1
468,Austria,2023-04-20,/marktplatz%3Ftab=1&certificationId=24?tab=1&certifiId=24&certificationId=24,1,1,1,7
808,Germany,2023-04-20,/composer/template/new?tab=0&category=SERVICE,1,1,1,50
807,Germany,2023-04-20,/composer/template/new?tab=0&attr=23,1,1,1,9
806,Germany,2023-04-20,/composer/template/new?tab=0&attr=141,1,1,1,1
805,Germany,2023-04-20,/composer/template/new?tab=0&attr=110,1,1,1,14
804,Germany,2023-04-20,/composer/template/new?tab=0&attr=109,1,1,1,5
1,Germany,2023-04-20,/marktplatz,163,6,5,1736
473,Austria,2023-04-20,/marktplatz%3Ftab=1?tab=1&certifiId=27&certificationId=27,1,1,1,56
472,Austria,2023-04-20,/marktplatz%3Ftab=1?tab=0&ptgId=7&certificationType=PTG_CERT&productId=13,1,1,1,181
471,Austria,2023-04-20,/marktplatz%3Ftab=1?tab=0&ptgId=7,1,1,1,68
470,Austria,2023-04-20,/marktplatz%3Ftab=1?tab=0&productId=203,1,1,1,20
469,Austria,2023-04-20,/marktplatz%3Ftab=1&certificationId=24?tab=1&certifiId=34&certificationId=34,1,2,1,35
467,Austria,2023-04-20,/marktplatz%3Ftab=1&certificationId=24?tab=1,1,1,1,3
836,Germany,2023-04-20,/composer/template/new?tab=0&ptgId=64,1,1,1,1
466,Austria,2023-04-20,/marktplatz%3Ftab=1&certificationId=24?tab=0&productId=334,1,1,1,13
465,Austria,2023-04-20,/marktplatz%3Ftab=1&certificationId=24?tab=0,1,1,1,3
464,Austria,2023-04-20,/marktplatz%3Ftab=0&rating=5&rating=4&rating=3&rating=2&rating=1&appSubPro=309&productId=309?tab=1,1,1,1,8
463,Austria,2023-04-20,/marktplatz%3Ftab=0&rating=5&rating=4&rating=3&rating=2&rating=1&appSubPro=309&productId=309?tab=0&rating=5&rating=4&rating=3&rating=2&rating=1,1,1,1,0
462,Austria,2023-04-20,/marktplatz%3Ftab=0&ptgId=66&productId=322?tab=2&orgId=261&organisationId=261,1,1,1,195
461,Austria,2023-04-20,/marktplatz%3Ftab=0&ptgId=66&productId=322?tab=2,1,1,1,0
460,Austria,2023-04-20,/marktplatz%3Ftab=0&ptgId=66&productId=322?tab=1&certificationId=24,1,2,1,9
459,Austria,2023-04-20,/marktplatz%3Ftab=0&ptgId=66&productId=322?tab=0&ptgId=66&productId=322,1,1,1,0
458,Austria,2023-04-20,/marktplatz%3Ftab=0&ptgId=66&productId=322?tab=0&ptgId=66&appSubPro=322&productId=322,1,1,1,3
457,Austria,2023-04-20,/marktplatz%3Ftab=0&ptgId=66&productId=322?tab=0&ptgId=66,1,1,1,4
456,Austria,2023-04-20,/marktplatz%3Ftab=0&ptgId=66&productId=322?tab=0&ptgId=64&productId=316,1,1,1,39
809,Germany,2023-04-20,/composer/template/new?tab=0&certificationType=PTG_CERT,1,1,1,42
810,Germany,2023-04-20,/composer/template/new?tab=0&certificationType=PTG_CERT&certifiId=34,1,1,1,1
811,Germany,2023-04-20,/composer/template/new?tab=0&productId=316,1,1,1,8
812,Germany,2023-04-20,/composer/template/new?tab=0&productId=317,1,1,1,1
835,Germany,2023-04-20,/composer/template/new?tab=0&ptgId=20,1,1,1,1
834,Germany,2023-04-20,/composer/template/new?tab=0&productId=339,1,1,1,5
833,Germany,2023-04-20,/composer/template/new?tab=0&productId=338,1,1,1,6
832,Germany,2023-04-20,/composer/template/new?tab=0&productId=337,1,1,1,5
831,Germany,2023-04-20,/composer/template/new?tab=0&productId=336,1,1,1,2
869,Germany,2023-04-20,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT&ptgId=57&productId=151,1,1,1,6
829,Germany,2023-04-20,/composer/template/new?tab=0&productId=334,1,1,1,1
828,Germany,2023-04-20,/composer/template/new?tab=0&productId=333,1,1,1,5
827,Germany,2023-04-20,/composer/template/new?tab=0&productId=332,1,1,1,1
826,Germany,2023-04-20,/composer/template/new?tab=0&productId=331,1,1,1,1
825,Germany,2023-04-20,/composer/template/new?tab=0&productId=330,1,1,1,1
824,Germany,2023-04-20,/composer/template/new?tab=0&productId=329,1,1,1,2
823,Germany,2023-04-20,/composer/template/new?tab=0&productId=328,1,1,1,1
822,Germany,2023-04-20,/composer/template/new?tab=0&productId=327,1,1,1,1
821,Germany,2023-04-20,/composer/template/new?tab=0&productId=326,1,1,1,1
820,Germany,2023-04-20,/composer/template/new?tab=0&productId=325,1,1,1,3
819,Germany,2023-04-20,/composer/template/new?tab=0&productId=324,1,1,1,2
818,Germany,2023-04-20,/composer/template/new?tab=0&productId=323,1,1,1,107
817,Germany,2023-04-20,/composer/template/new?tab=0&productId=322,1,1,1,3
816,Germany,2023-04-20,/composer/template/new?tab=0&productId=321,1,1,1,3
815,Germany,2023-04-20,/composer/template/new?tab=0&productId=320,1,1,1,1
814,Germany,2023-04-20,/composer/template/new?tab=0&productId=319,1,1,1,7
813,Germany,2023-04-20,/composer/template/new?tab=0&productId=318,1,1,1,2
868,Germany,2023-04-20,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT&ptgId=57,1,1,1,17
871,Germany,2023-04-20,/marktplatz?tab=0&productId=143,1,1,1,7
870,Germany,2023-04-20,/marktplatz?tab=0&certificationType=PTG_CERT&certifiId=34,1,1,1,1
265,Germany,2023-04-20,/marktplatz?tab=0&search=128:%20IFC-Modell%20Generierung,2,1,1,45
179,Austria,2023-04-20,/marktplatz%3Ftab=0&ptgId=66&productId=322?tab=1&certifiId=33&certificationId=33,2,1,1,31
1133,Austria,2023-04-20,/marktplatz?tab=0&search=DBS%20WinDo%20Planning&productId=84,0,1,1,0
1134,Austria,2023-04-20,/marktplatz?tab=1,0,2,1,0
1135,Austria,2023-04-20,/marktplatz?tab=1&certificationId=24,0,1,1,0
1136,Austria,2023-04-20,/marktplatz?tab=2,0,1,1,0
254,Germany,2023-04-20,/composer/template/new?tab=0&attr=140,2,1,1,99
255,Germany,2023-04-20,/composer/template/new?tab=0&search=128:%20IFC-Modell%20Generierung,2,1,1,42
256,Germany,2023-04-20,/composer/template/new?tab=1,2,1,1,26
257,Germany,2023-04-20,/marktplatz%3Ftab=0?tab=0&attr=24,2,2,1,47
258,Germany,2023-04-20,/marktplatz?tab=0&attr=124,2,2,2,24
259,Germany,2023-04-20,/marktplatz?tab=0&attr=14&attr=124&productId=255,2,1,1,6
260,Germany,2023-04-20,/marktplatz?tab=0&attr=31&attr=27&productId=156,2,1,1,52
261,Germany,2023-04-20,/marktplatz?tab=0&certificationType=PTG_CERT,2,1,1,55
262,Germany,2023-04-20,/marktplatz?tab=0&ptgId=57&ptgId=7,2,1,1,91
263,Germany,2023-04-20,/marktplatz?tab=0&ptgId=57&ptgId=7&productId=13,2,1,1,4
1131,Austria,2023-04-20,/marktplatz?tab=0&ptgId=66&productId=322,0,1,1,0
1130,Austria,2023-04-20,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&search=DBS%20WinDo%20Planning&productId=84,0,1,1,0
80,Germany,2023-04-20,/marktplatz?tab=0&attr=31,5,3,3,99
97,Germany,2023-04-20,/marktplatz?tab=0&ptgId=65,4,1,1,7
178,Austria,2023-04-20,/marktplatz%3Ftab=0&ptgId=66&productId=322?tab=1,2,2,1,31
177,Austria,2023-04-20,/marktplatz%3Ftab=0&ptgId=66&productId=322?tab=0,2,1,1,76
140,Germany,2023-04-20,/profil/nutzerverwaltung,3,1,1,32
139,Germany,2023-04-20,/marktplatz?tab=0&ptgId=66,3,1,1,126
138,Germany,2023-04-20,/marktplatz?tab=0&productId=203,3,1,1,18
110,Austria,2023-04-20,/marktplatz%3Ftab=1?tab=0,3,1,1,177
96,Germany,2023-04-20,/marktplatz?tab=0&ptgId=64,4,1,1,4
81,Germany,2023-04-20,/marktplatz?tab=0&attr=31&attr=27,5,1,1,136
95,Germany,2023-04-20,/marktplatz?tab=0&attr=14&attr=124,4,1,1,169
94,Germany,2023-04-20,/marktplatz%3Ftab=0&attr=140?tab=0&attr=140,4,2,1,23
1102,United States,2023-04-20,/marktplatz,1,1,1,0
454,Austria,2023-04-20,/marktplatz%3Ftab=0&ptgId=66&productId=322?tab=0&productId=329,1,1,1,19
1103,United States,2023-04-20,/marktplatz?tab=0,1,1,1,0
84,Austria,2023-04-20,/marktplatz%3Ftab=1?tab=1,4,2,1,27
264,Germany,2023-04-20,/marktplatz?tab=0&ptgId=57&ptgId=7&productId=151,2,1,1,20
1132,Austria,2023-04-20,/marktplatz?tab=0&rating=5&rating=4&rating=3&rating=2&rating=1,0,1,1,0
455,Austria,2023-04-20,/marktplatz%3Ftab=0&ptgId=66&productId=322?tab=0&ptgId=64,1,1,1,1
878,Germany,2023-04-20,/marktplatz?tab=1&certifiId=25&certificationId=25,1,1,1,4
887,Germany,2023-04-20,/profil/nutzerverwaltung?tab=0,1,1,1,9
886,Germany,2023-04-20,/marktplatz?tab=2&orgId=198&organisationId=198,1,1,1,14
885,Germany,2023-04-20,/marktplatz?tab=2,1,1,1,61
884,Germany,2023-04-20,/marktplatz?tab=1&certificationId=34,1,1,1,16
883,Germany,2023-04-20,/marktplatz?tab=1&certificationId=27,1,1,1,25
882,Germany,2023-04-20,/marktplatz?tab=1&certificationId=25,1,1,1,7
4,Germany,2023-04-20,/composer/template/new,87,3,1,612
881,Germany,2023-04-20,/marktplatz?tab=1&certificationId=18,1,1,1,34
13,Germany,2023-04-20,/marktplatz?tab=0,30,7,6,529
26,Germany,2023-04-20,/composer/template/new?tab=0,15,4,1,172
40,Germany,2023-04-20,/marktplatz%3Ftab=0,10,2,1,1036
41,Germany,2023-04-20,/marktplatz%3Ftab=0?tab=0,10,4,2,222
880,Germany,2023-04-20,/marktplatz?tab=1&certificationId=16,1,1,1,103
879,Germany,2023-04-20,/marktplatz?tab=1&certifiId=27&certificationId=27,1,1,1,17
1304,United States,2023-04-20,/,0,1,1,0
877,Germany,2023-04-20,/marktplatz?tab=1&certifiId=16&certificationId=16,1,1,1,14
1247,Germany,2023-04-20,/marktplatz?tab=0&attr=140,0,2,1,0
876,Germany,2023-04-20,/marktplatz?tab=0&search=3d,1,1,1,1
872,Germany,2023-04-20,/marktplatz?tab=0&ptgId=57&ptgId=7&productId=242,1,1,1,16
873,Germany,2023-04-20,/marktplatz?tab=0&ptgId=66&ptgId=65,1,1,1,1
52,Germany,2023-04-20,/marktplatz?tab=1,9,4,4,160
875,Germany,2023-04-20,/marktplatz?tab=0&search=128:%20IFC-Modell%20Generierung&productId=331,1,1,1,4
1246,Germany,2023-04-20,/,0,5,4,0
874,Germany,2023-04-20,/marktplatz?tab=0&rating=5,1,1,1,1
1248,Germany,2023-04-20,/marktplatz?tab=0&attr=24,0,1,1,0
1249,Germany,2023-04-20,/marktplatz?tab=0&ptgId=23,0,1,1,15
1250,Germany,2023-04-20,/organisations/214/information,0,1,1,0
1251,Germany,2023-04-20,/organisations/262/information,0,1,1,0
1252,Germany,2023-04-20,/profil/settings,0,1,1,0
780,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=0&category=SERVICE&attr=136&productId=321,1,1,1,18
773,Germany,2023-04-19,/marktplatz%3Ftab=0&attr=118?tab=0&attr=118&attr=117&attr=120,1,1,1,24
779,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=0&category=SERVICE&attr=136&productId=318,1,1,1,62
778,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=0&category=CONTENT&attr=118&productId=311,1,1,1,21
777,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=0&category=CONTENT,1,1,1,35
776,Germany,2023-04-19,/marktplatz%3Ftab=0&productId=143?tab=2,1,1,1,25
775,Germany,2023-04-19,/marktplatz%3Ftab=0&certificationType=ATTRIBUTE_CERT?tab=0&certificationType=PTG_CERT,1,1,1,5
774,Germany,2023-04-19,/marktplatz%3Ftab=0&certificationType=ATTRIBUTE_CERT?tab=0&certificationType=ATTRIBUTE_CERT&certificationType=PTG_CERT,1,1,1,6
1124,Austria,2023-04-19,/login%3Fcode=7g9EUI?tab=0&rating=5,0,1,1,1
772,Germany,2023-04-19,/login%3Fcode=grTOvt?code=grTOvt,1,1,1,0
771,Germany,2023-04-19,/login%3Fcode=JpEsrf?code=JpEsrf,1,1,1,0
770,Germany,2023-04-19,/login%3Fcode=1CofDF?code=1CofDF,1,1,1,0
1127,Austria,2023-04-19,/marktplatz?tab=0&rating=5&rating=4&rating=3&rating=2&rating=1&appSubPro=309&productId=309,0,1,1,0
1126,Austria,2023-04-19,/marktplatz?tab=0&ptgId=45&productId=195,0,1,1,0
1125,Austria,2023-04-19,/login%3Fcode=7g9EUI?tab=0&rating=5&rating=4&rating=3,0,1,1,1
1123,Austria,2023-04-19,/,0,1,1,0
782,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=0&category=SERVICE&productId=317,1,1,1,42
781,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=0&category=SERVICE&productId=316,1,1,1,45
1241,Germany,2023-04-19,/organisations/2/information,0,1,1,0
783,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=0&productId=323,1,1,1,15
1236,Germany,2023-04-19,/marktplatz%3Ftab=0&attr=118?tab=0&attr=118&attr=117,0,1,1,0
802,Germany,2023-04-19,/profil/mitgliedschaften?tab=0&productId=324,1,1,1,4
803,Germany,2023-04-19,/profil/mitgliedschaften?tab=2,1,1,1,15
1128,Austria,2023-04-19,/marktplatz?tab=0&rating=5&rating=4&rating=3&rating=2&rating=1&productId=309,0,1,1,0
1129,Austria,2023-04-19,/marktplatz?tab=0&search=EEF-DBE&productId=129,0,1,1,0
1303,United States,2023-04-19,/,0,1,1,0
1235,Germany,2023-04-19,/,0,6,5,38
1237,Germany,2023-04-19,/marktplatz?tab=0&category=SERVICE&attr=136&productId=317,0,1,1,0
784,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=0&productId=324,1,1,1,1
1238,Germany,2023-04-19,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT,0,1,1,0
1239,Germany,2023-04-19,/marktplatz?tab=0&search=iTwo&orgId=177,0,1,1,0
1245,Germany,2023-04-19,/profil/nutzerverwaltung,0,1,1,0
1244,Germany,2023-04-19,/organisations/265/information?tab=0&ptgId=66&ptgId=65,0,1,1,0
1243,Germany,2023-04-19,/organisations/265/information?tab=0&ptgId=66,0,1,1,0
1242,Germany,2023-04-19,/organisations/214/products/create,0,1,1,0
801,Germany,2023-04-19,/organisations/265/information?tab=0&ptgId=66&ptgId=65&ptgId=64,1,1,1,1
800,Germany,2023-04-19,/organisations/265/information?tab=0&ptgId=66&ptgId=64,1,1,1,5
799,Germany,2023-04-19,/marktplatz?tab=0&search=iTwo&ptgId=57,1,1,1,1
798,Germany,2023-04-19,/marktplatz?tab=0&search=iTwo&productId=29,1,1,1,3
797,Germany,2023-04-19,/marktplatz?tab=0&search=iTwo&productId=186,1,1,1,19
796,Germany,2023-04-19,/marktplatz?tab=0&search=iTwo&orgId=177&orgId=17&orgId=37,1,1,1,1
795,Germany,2023-04-19,/marktplatz?tab=0&ptgId=7&attr=9,1,1,1,1
794,Germany,2023-04-19,/marktplatz?tab=0&ptgId=7,1,1,1,50
793,Germany,2023-04-19,/marktplatz?tab=0&ptgId=57&ptgId=7,1,1,1,1
792,Germany,2023-04-19,/marktplatz?tab=0&ptgId=57,1,1,1,6
791,Germany,2023-04-19,/marktplatz?tab=0&category=SERVICE,1,1,1,1
790,Germany,2023-04-19,/marktplatz?tab=0&attr=9&productId=204,1,1,1,457
1240,Germany,2023-04-19,/marktplatz?tab=2,0,2,2,0
788,Germany,2023-04-19,/marktplatz?tab=0&attr=9,1,1,1,12
787,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=2,1,1,1,5
786,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=1,1,1,1,1
785,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=0&productId=326,1,1,1,9
789,Germany,2023-04-19,/marktplatz?tab=0&attr=9&productId=203,1,1,1,2
0,Germany,2023-04-19,/marktplatz,202,8,5,3736
453,Austria,2023-04-19,/marktplatz?tab=2&orgId=266&organisationId=266,1,1,1,21
130,Germany,2023-04-19,/marktplatz%3Ftab=0&certificationType=ATTRIBUTE_CERT?tab=0,3,1,1,33
137,Germany,2023-04-19,/profil/mitgliedschaften?tab=0,3,1,1,12
136,Germany,2023-04-19,/marktplatz?tab=0&search=iTwo,3,1,1,34
135,Germany,2023-04-19,/marktplatz%3Ftab=2?tab=2,3,3,2,45
134,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=0&certificationType=PTG_CERT,3,1,1,18
133,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=0&certificationType=ATTRIBUTE_CERT,3,1,1,7
132,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=0&category=SERVICE,3,2,1,69
131,Germany,2023-04-19,/marktplatz%3Ftab=0&certificationType=ATTRIBUTE_CERT?tab=0&certificationType=ATTRIBUTE_CERT,3,1,1,7
129,Germany,2023-04-19,/login,3,1,1,40
175,Austria,2023-04-19,/marktplatz%3Ftab=0,2,2,1,142
109,Austria,2023-04-19,/resetPassword,3,2,1,45
108,Austria,2023-04-19,/marktplatz%3Ftab=0?tab=0&ptgId=64,3,2,1,47
83,Austria,2023-04-19,/marktplatz%3Ftab=0?tab=0&ptgId=66,4,2,1,97
79,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=0&category=SERVICE&attr=136,5,2,1,456
75,Austria,2023-04-19,/marktplatz?tab=0,5,5,2,37
60,Austria,2023-04-19,/marktplatz%3Ftab=0?tab=0,7,3,1,170
51,Germany,2023-04-19,/organisations/265/information?tab=0,9,1,1,76
452,Austria,2023-04-19,/marktplatz?tab=1&certificationId=33,1,1,1,25
176,Austria,2023-04-19,/marktplatz%3Ftab=0?tab=0&ptgId=64&ptgId=66,2,1,1,9
29,Germany,2023-04-19,/marktplatz?tab=0,14,12,9,123
246,Germany,2023-04-19,/marktplatz%3Ftab=0&attr=118?tab=0&attr=118,2,1,1,12
253,Germany,2023-04-19,/profil/settings?tab=0,2,1,1,7
252,Germany,2023-04-19,/organisations/265/information?tab=0&category=SERVICE,2,1,1,35
251,Germany,2023-04-19,/marktplatz?tab=0&search=iTwo&productId=259,2,1,1,21
250,Germany,2023-04-19,/marktplatz?tab=0&search=iTwo&orgId=177&orgId=17,2,2,1,22
249,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=0&category=SERVICE&attr=136&productId=317,2,2,1,514
248,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=0&category=CONTENT&attr=118,2,1,1,22
247,Germany,2023-04-19,/marktplatz%3Ftab=0&productId=143?tab=0&productId=143,2,1,1,57
423,Austria,2023-04-19,/login,1,1,1,8
431,Austria,2023-04-19,/login%3Fcode=BV8E2X?code=BV8E2X,1,1,1,0
424,Austria,2023-04-19,/login%3Fcode=7g9EUI,1,1,1,1
425,Austria,2023-04-19,/login%3Fcode=7g9EUI?code=7g9EUI,1,1,1,0
426,Austria,2023-04-19,/login%3Fcode=7g9EUI?tab=0,1,1,1,18
427,Austria,2023-04-19,/login%3Fcode=7g9EUI?tab=0&rating=5&rating=4,1,1,1,1
428,Austria,2023-04-19,/login%3Fcode=7g9EUI?tab=0&rating=5&rating=4&rating=3&rating=2,1,1,1,1
429,Austria,2023-04-19,/login%3Fcode=7g9EUI?tab=0&rating=5&rating=4&rating=3&rating=2&rating=1,1,1,1,1
430,Austria,2023-04-19,/login%3Fcode=7g9EUI?tab=0&rating=5&rating=4&rating=3&rating=2&rating=1&productId=309,1,1,1,30
34,Austria,2023-04-19,/marktplatz,12,3,2,385
432,Austria,2023-04-19,/login%3Fcode=_ebrh1?code=_ebrh1,1,1,1,0
444,Austria,2023-04-19,/marktplatz%3Ftab=0?tab=0&ptgId=64&ptgId=66&ptgId=6,1,1,1,1
443,Austria,2023-04-19,/marktplatz%3Ftab=0?tab=0&ptgId=64&productId=316,1,1,1,7
441,Austria,2023-04-19,/marktplatz%3Ftab=0&rating=5&rating=4&rating=3&rating=2&rating=1&productId=309?tab=0&rating=5&rating=4&rating=3&rating=2&rating=1&productId=309,1,1,1,0
440,Austria,2023-04-19,/marktplatz%3Ftab=0&rating=5&rating=4&rating=3&rating=2&rating=1&productId=309?tab=0&rating=5&rating=4&rating=3&rating=2&rating=1&appSubPro=309&productId=309,1,1,1,0
439,Austria,2023-04-19,/marktplatz%3Ftab=0&rating=5&rating=4&rating=3&rating=2&rating=1&appSubPro=309&productId=309?tab=0&rating=5&rating=4&rating=3&rating=2&rating=1&appSubPro=309&productId=309,1,1,1,6
437,Austria,2023-04-19,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&search=DBS%20WinDo%20Planning,1,1,1,6
436,Austria,2023-04-19,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&search=DBS%20WinDo%20Planning,1,1,1,1
435,Austria,2023-04-19,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&productId=195,1,1,1,0
6,Germany,2023-04-19,/profil/settings,67,1,1,1738
15,Germany,2023-04-19,/marktplatz%3Ftab=0?tab=0,26,5,3,162
451,Austria,2023-04-19,/marktplatz?tab=1,1,1,1,4
450,Austria,2023-04-19,/marktplatz?tab=0&search=BIMKIT,1,1,1,1
449,Austria,2023-04-19,/marktplatz%3Ftab=0?tab=0&ptgId=66&productId=323,1,1,1,11
448,Austria,2023-04-19,/marktplatz%3Ftab=0?tab=0&ptgId=66&productId=322,1,1,1,7
447,Austria,2023-04-19,/marktplatz%3Ftab=0?tab=0&ptgId=66&productId=316,1,1,1,18
446,Austria,2023-04-19,/marktplatz%3Ftab=0?tab=0&ptgId=66&attr=140,1,1,1,1
