,Country,Date,pagePath,Number of Pages,Sessions,Users,Duration
370,Austria,2023-04-05,/marktplatz?tab=1&certificationId=30,1,1,1,1
371,Austria,2023-04-05,/marktplatz?tab=2&organisationId=200,1,1,1,3
372,Austria,2023-04-05,/marktplatz?tab=2&organisationId=202,1,1,1,3
373,Austria,2023-04-05,/marktplatz?tab=2&organisationId=214,1,1,1,2
353,Austria,2023-04-05,/marktplatz?tab=0&productId=304,1,1,1,8
352,Austria,2023-04-05,/marktplatz?tab=0&productId=3,1,1,1,3
351,Austria,2023-04-05,/marktplatz?tab=0&productId=292,1,1,1,2
340,Austria,2023-04-05,/marktplatz?tab=0&productId=170,1,1,1,1
332,Austria,2023-04-05,/marktplatz?tab=0&attr=14,1,1,1,1
333,Austria,2023-04-05,/marktplatz?tab=0&orgId=198&productId=203,1,1,1,9
334,Austria,2023-04-05,/marktplatz?tab=0&orgId=198&search=artaker,1,1,1,1
335,Austria,2023-04-05,/marktplatz?tab=0&orgId=53,1,1,1,4
336,Austria,2023-04-05,/marktplatz?tab=0&productId=124,1,1,1,7
337,Austria,2023-04-05,/marktplatz?tab=0&productId=126,1,1,1,1
338,Austria,2023-04-05,/marktplatz?tab=0&productId=143,1,1,1,6
339,Austria,2023-04-05,/marktplatz?tab=0&productId=15,1,1,1,13
341,Austria,2023-04-05,/marktplatz?tab=0&productId=180,1,1,1,2
350,Austria,2023-04-05,/marktplatz?tab=0&productId=290,1,1,1,7
342,Austria,2023-04-05,/marktplatz?tab=0&productId=203,1,1,1,6
343,Austria,2023-04-05,/marktplatz?tab=0&productId=204,1,1,1,13
344,Austria,2023-04-05,/marktplatz?tab=0&productId=219,1,1,1,19
345,Austria,2023-04-05,/marktplatz?tab=0&productId=233,1,1,1,2
348,Austria,2023-04-05,/marktplatz?tab=0&productId=272,1,1,1,3
1290,Russia,2023-04-05,/,0,2,2,0
1283,Netherlands,2023-04-05,/,0,1,1,0
349,Austria,2023-04-05,/marktplatz?tab=0&productId=288,1,1,1,5
374,Austria,2023-04-05,/marktplatz?tab=2&organisationId=217,1,1,1,7
355,Austria,2023-04-05,/marktplatz?tab=0&productId=66,1,1,1,4
376,Austria,2023-04-05,/marktplatz?tab=2&organisationId=230,1,1,1,2
163,Austria,2023-04-05,/marktplatz?tab=2&organisationId=53,2,1,1,21
162,Austria,2023-04-05,/marktplatz?tab=2&organisationId=198,2,2,1,18
377,Austria,2023-04-05,/marktplatz?tab=2&organisationId=56,1,1,1,7
161,Austria,2023-04-05,/marktplatz?tab=0&search=revit,2,1,1,17
160,Austria,2023-04-05,/marktplatz?tab=0&search=dienstleistung,2,1,1,3
159,Austria,2023-04-05,/marktplatz?tab=0&productId=72,2,1,1,4
158,Austria,2023-04-05,/marktplatz?tab=0&productId=44,2,1,1,35
157,Austria,2023-04-05,/marktplatz?tab=0&productId=235,2,1,1,12
156,Austria,2023-04-05,/marktplatz?tab=0&productId=154,2,2,1,1
155,Austria,2023-04-05,/marktplatz?tab=0&orgId=198,2,1,1,40
10,Germany,2023-04-05,/marktplatz,50,5,3,133
25,Germany,2023-04-05,/marktplatz%3Ftab=0?tab=0,15,4,3,96
206,Germany,2023-04-05,/login%3Fcode=pUEjpo?code=pUEjpo,2,1,1,11
205,Germany,2023-04-05,/login%3Fcode=KGb2zx?code=KGb2zx,2,1,1,3
204,Germany,2023-04-05,/login%3Fcode=KGb2zx,2,1,1,30
558,Germany,2023-04-04,/marktplatz%3Ftab=0&category=APP?tab=0&category=APP&ptgId=18&productId=247,1,1,1,22
563,Germany,2023-04-04,/marktplatz%3Ftab=2&organisationId=6?tab=0&orgId=6&productId=8,1,1,1,30
556,Germany,2023-04-04,/login%3Fcode=sVfegZ?code=sVfegZ,1,1,1,13
565,Germany,2023-04-04,/marktplatz?tab=0&appSubPro=311&productId=311,1,1,1,42
564,Germany,2023-04-04,/marktplatz%3Ftab=2&organisationId=6?tab=0&orgId=6&productId=9,1,1,1,247
557,Germany,2023-04-04,/marktplatz%3Ftab=0&category=APP?tab=0&category=APP&ptgId=18,1,1,1,1
67,Germany,2023-04-04,/marktplatz%3Ftab=0?tab=0,6,4,4,1
562,Germany,2023-04-04,/marktplatz%3Ftab=2&organisationId=6?tab=0&orgId=6&productId=7,1,1,1,146
561,Germany,2023-04-04,/marktplatz%3Ftab=2&organisationId=6?tab=0&orgId=6&productId=10,1,1,1,5
560,Germany,2023-04-04,/marktplatz%3Ftab=2&organisationId=6?tab=0&orgId=6,1,1,1,47
559,Germany,2023-04-04,/marktplatz%3Ftab=0?tab=0&productId=311,1,2,1,78
12,Germany,2023-04-04,/marktplatz,33,7,6,370
554,Germany,2023-04-04,/login,1,1,1,5
555,Germany,2023-04-04,/login%3Fcode=mjvMT5?code=mjvMT5,1,1,1,69
1293,Seychelles,2023-04-04,/,0,1,1,0
1165,Germany,2023-04-04,/marktplatz%3Ftab=0?tab=0&productId=237,0,1,1,0
203,Germany,2023-04-04,/marktplatz?tab=0&productId=311,2,2,2,16
48,Germany,2023-04-04,/marktplatz?tab=0,9,9,8,19
1162,Germany,2023-04-04,/,0,7,6,0
202,Germany,2023-04-04,/marktplatz%3Ftab=2&organisationId=6?tab=2&organisationId=6,2,1,1,572
201,Germany,2023-04-04,/marktplatz%3Ftab=0&category=APP?tab=0&category=APP,2,1,1,70
1163,Germany,2023-04-04,/login?code=mjvMT5,0,1,1,0
1164,Germany,2023-04-04,/login?code=sVfegZ,0,1,1,0
1166,Germany,2023-04-04,/marktplatz?tab=0&productId=237,0,1,1,0
1167,Germany,2023-04-04,/marktplatz?tab=2,0,1,1,0
331,Austria,2023-04-03,/marktplatz%3Ftab=0&productId=305?tab=0&ptgId=20&productId=221,1,2,1,4
154,Austria,2023-04-03,/marktplatz%3Ftab=0&productId=305?tab=0&productId=305,2,1,1,35
548,Germany,2023-04-03,/marktplatz%3Ftab=0?tab=0&search=cloudbrixx,1,1,1,14
330,Austria,2023-04-03,/marktplatz%3Ftab=0&productId=305?tab=0&ptgId=20,1,1,1,1
551,Germany,2023-04-03,/marktplatz%3Ftab=1?tab=0&category=SERVICE,1,1,1,41
552,Germany,2023-04-03,/marktplatz%3Ftab=1?tab=1&certificationId=25,1,1,1,62
549,Germany,2023-04-03,/marktplatz%3Ftab=1?tab=0,1,1,1,6
550,Germany,2023-04-03,/marktplatz%3Ftab=1?tab=0&category=CONTENT,1,1,1,6
1161,Germany,2023-04-03,/,0,6,6,0
37,Germany,2023-04-03,/marktplatz%3Ftab=0?tab=0,11,6,5,59
553,Germany,2023-04-03,/marktplatz%3Ftab=1?tab=2,1,1,1,30
1299,United States,2023-04-03,/,0,1,1,0
547,Germany,2023-04-03,/marktplatz%3Ftab=0?tab=0&productId=154,1,1,1,18
329,Austria,2023-04-03,/marktplatz%3Ftab=0&productId=305?tab=0,1,1,1,18
1107,Austria,2023-04-03,/marktplatz?tab=0,0,1,1,0
545,Germany,2023-04-03,/marktplatz%3Ftab=0&productId=154?tab=0&productId=154,1,1,1,0
200,Germany,2023-04-03,/marktplatz%3Ftab=0&productId=287?tab=0&productId=287,2,1,1,738
544,Germany,2023-04-03,/marktplatz%3Ftab=0&productId=154?tab=0&appSubPro=154&productId=154,1,1,1,17
546,Germany,2023-04-03,/marktplatz%3Ftab=0&productId=287?tab=0,1,1,1,222
87,Germany,2023-04-03,/marktplatz%3Ftab=1?tab=1,4,1,1,111
88,Germany,2023-04-03,/marktplatz?tab=0,4,8,7,43
47,Germany,2023-04-03,/marktplatz,9,6,6,3
1108,Austria,2023-04-03,/marktplatz?tab=0&ptgId=20&productId=221,0,1,1,0
1098,United States,2023-04-02,/marktplatz,1,1,1,4
1298,United States,2023-04-02,/privacy,0,1,1,0
1282,Netherlands,2023-04-02,/marktplatz?tab=2&orgId=73&organisationId=73,0,1,1,9
1297,United States,2023-04-02,/,0,1,1,0
196,Germany,2023-03-31,/marktplatz?tab=0&ptgId=45&appSubPro=195&productId=195,2,1,1,6
535,Germany,2023-03-31,/marktplatz%3Ftab=0?tab=0&attr=86,1,1,1,1
199,Germany,2023-03-31,/marktplatz?tab=0&search=orca%20ava&productId=195,2,1,1,3
193,Germany,2023-03-31,/marktplatz%3Ftab=0?tab=0&ptgId=45&productId=108,2,1,1,42
36,Germany,2023-03-31,/marktplatz,11,6,5,39
116,Germany,2023-03-31,/marktplatz?tab=0&search=orca%20ava,3,1,1,14
194,Germany,2023-03-31,/marktplatz%3Ftab=0?tab=0&ptgId=45&productId=195,2,1,1,24
198,Germany,2023-03-31,/marktplatz?tab=0&search=AUSSCHREIBEN.DE,2,1,1,24
46,Germany,2023-03-31,/marktplatz?tab=0,9,6,4,69
1159,Germany,2023-03-31,/,0,5,5,0
197,Germany,2023-03-31,/marktplatz?tab=0&ptgId=45&productId=195,2,1,1,92
1160,Germany,2023-03-31,/marktplatz?tab=0&productId=311,0,1,1,4
195,Germany,2023-03-31,/marktplatz?tab=0&ptgId=45,2,1,1,7
537,Germany,2023-03-31,/marktplatz%3Ftab=0?tab=0&attr=86&productId=280,1,1,1,9
536,Germany,2023-03-31,/marktplatz%3Ftab=0?tab=0&attr=86&productId=220,1,1,1,25
192,Germany,2023-03-31,/marktplatz%3Ftab=0?tab=0&ptgId=45,2,1,1,3
538,Germany,2023-03-31,/marktplatz%3Ftab=0?tab=0&productId=237,1,1,1,6
541,Germany,2023-03-31,/marktplatz?tab=0&search=AUSSCHREIBEN.DE&productId=311,1,1,1,4
539,Germany,2023-03-31,/marktplatz%3Ftab=0?tab=0&productId=3,1,1,1,11
191,Germany,2023-03-31,/marktplatz%3Ftab=0&productId=143?tab=0&productId=143,2,1,1,4
1296,United States,2023-03-31,/,0,1,1,0
543,Germany,2023-03-31,/marktplatz?tab=2&appSubPro=195&orgId=41&organisationId=41&ptgId=45,1,1,1,1
542,Germany,2023-03-31,/marktplatz?tab=2&appSubPro=195&orgId=41&organisationId=41,1,1,1,38
1106,Austria,2023-03-31,/marktplatz?tab=2&orgId=73&organisationId=73,0,1,1,0
476,Denmark,2023-03-31,/marktplatz,1,1,1,2
1139,Denmark,2023-03-31,/,0,1,1,0
86,Germany,2023-03-31,/marktplatz%3Ftab=0,4,2,1,39
540,Germany,2023-03-31,/marktplatz?tab=0&ptgId=45&productId=195&appSubPro=195&orgId=41,1,1,1,1
31,Germany,2023-03-31,/marktplatz%3Ftab=0?tab=0,13,6,4,75
529,Germany,2023-03-30,/marktplatz?tab=0&search=Kosten,1,1,1,5
533,Germany,2023-03-30,/marktplatz?tab=0&search=VR&productId=309,1,1,1,15
530,Germany,2023-03-30,/marktplatz?tab=0&search=Kosten&productId=65,1,1,1,5
527,Germany,2023-03-30,/marktplatz?tab=0&ptgId=47,1,1,1,5
534,Germany,2023-03-30,/registry,1,1,1,2
531,Germany,2023-03-30,/marktplatz?tab=0&search=VR,1,1,1,4
525,Germany,2023-03-30,/marktplatz?tab=0&ptgId=25&productId=286,1,1,1,37
526,Germany,2023-03-30,/marktplatz?tab=0&ptgId=25&productId=309,1,1,1,9
532,Germany,2023-03-30,/marktplatz?tab=0&search=VR&productId=155,1,1,1,17
528,Germany,2023-03-30,/marktplatz?tab=0&search=5D,1,1,1,11
524,Germany,2023-03-30,/marktplatz?tab=0&ptgId=20,1,1,1,14
1090,Norway,2023-03-30,/marktplatz%3Ftab=0&appSubPro=309&productId=309?tab=0&appSubPro=309&productId=309,1,2,1,4
1288,Norway,2023-03-30,/marktplatz?tab=0&appSubPro=309&productId=309,0,2,1,0
1077,Italy,2023-03-30,/marktplatz?tab=0,1,1,1,2
190,Germany,2023-03-30,/marktplatz?tab=0&search=VR&productId=133,2,2,1,692
1278,Italy,2023-03-30,/,0,1,1,0
1143,France,2023-03-30,/marktplatz%3Ftab=0&appSubPro=309&productId=309?tab=0&appSubPro=309&productId=309,0,1,1,0
1144,France,2023-03-30,/marktplatz?tab=0&appSubPro=309&productId=309,0,1,1,0
523,Germany,2023-03-30,/marktplatz?tab=0&appSubPro=309&productId=309,1,1,1,5
85,Germany,2023-03-30,/marktplatz?tab=0,4,2,2,46
305,Italy,2023-03-30,/marktplatz,2,1,1,0
519,Germany,2023-03-30,/marktplatz,1,1,1,1
520,Germany,2023-03-30,/marktplatz%3Ftab=0&category=CONTENT&ptgId=61&appSubPro=314&productId=314?tab=0&category=CONTENT&ptgId=61&appSubPro=314&productId=314,1,1,1,30
521,Germany,2023-03-30,/marktplatz%3Ftab=0&search=VREX&productId=309?tab=0&appSubPro=309&productId=309,1,2,1,16
522,Germany,2023-03-30,/marktplatz%3Ftab=0&search=VREX&productId=309?tab=0&search=VREX&productId=309,1,1,1,1
1153,Germany,2023-03-30,/,0,1,1,0
1154,Germany,2023-03-30,/login?code=mFgwF9,0,1,1,0
1155,Germany,2023-03-30,/marktplatz?tab=0&category=CONTENT,0,1,1,0
1156,Germany,2023-03-30,/marktplatz?tab=0&category=CONTENT&ptgId=61&appSubPro=314&productId=314,0,1,1,0
1157,Germany,2023-03-30,/marktplatz?tab=0&search=VREX&productId=309,0,1,1,0
1158,Germany,2023-03-30,/registry/confirm?code=f10ea7a2-0c46-4ee2-aaf9-1257eb4c6eb8,0,1,1,0
114,Germany,2023-03-30,/login,3,1,1,71
115,Germany,2023-03-30,/marktplatz?tab=0&ptgId=25,3,1,1,76
510,Germany,2023-03-29,/marktplatz%3Ftab=0&search=bascloud?tab=2&search=Bascloud,1,1,1,16
509,Germany,2023-03-29,/marktplatz%3Ftab=0&search=bascloud?tab=2&search=Basacloud,1,1,1,3
61,Germany,2023-03-29,/marktplatz?tab=0,7,8,7,97
478,France,2023-03-29,/marktplatz%3Ftab=0?tab=0&ptgId=45&attr=123&attr=124,1,1,1,1
508,Germany,2023-03-29,/marktplatz%3Ftab=0&search=bascloud?tab=2,1,1,1,24
56,Germany,2023-03-29,/marktplatz,8,6,6,10
1280,Luxembourg,2023-03-29,/marktplatz?tab=0&appSubPro=205&productId=205,0,1,1,0
44,France,2023-03-29,/marktplatz%3Ftab=0?tab=0&ptgId=45,9,1,1,65
45,Germany,2023-03-29,/marktplatz%3Ftab=0,9,1,1,48
482,France,2023-03-29,/marktplatz%3Ftab=0?tab=0&ptgId=45&certificationType=ATTRIBUTE_CERT&certifiId=15,1,1,1,1
511,Germany,2023-03-29,/marktplatz%3Ftab=0&search=bascloud?tab=2&search=ProFM,1,1,1,28
1281,Netherlands,2023-03-29,/marktplatz?tab=2&orgId=73&organisationId=73,0,2,2,13
484,France,2023-03-29,/marktplatz%3Ftab=0?tab=0&ptgId=45&search=AVA,1,1,1,1
483,France,2023-03-29,/marktplatz%3Ftab=0?tab=0&ptgId=45&certificationType=ATTRIBUTE_CERT&certifiId=9&certifiId=13&certifiId=12,1,1,1,1
479,France,2023-03-29,/marktplatz%3Ftab=0?tab=0&ptgId=45&attr=29,1,1,1,1
1295,United States,2023-03-29,/,0,1,1,0
512,Germany,2023-03-29,/marktplatz%3Ftab=0?tab=0&ptgId=45,1,1,1,1
513,Germany,2023-03-29,/marktplatz%3Ftab=0?tab=0&search=AVA,1,1,1,45
514,Germany,2023-03-29,/marktplatz%3Ftab=0?tab=0&search=AVA&ptgId=45,1,1,1,4
515,Germany,2023-03-29,/marktplatz?tab=0&attr=120,1,1,1,2
516,Germany,2023-03-29,/marktplatz?tab=0&productId=130,1,1,1,41
517,Germany,2023-03-29,/marktplatz?tab=0&ptgId=33,1,1,1,4
518,Germany,2023-03-29,/marktplatz?tab=0&search=Mengenermittlung,1,1,1,14
481,France,2023-03-29,/marktplatz%3Ftab=0?tab=0&ptgId=45&attr=31&attr=123,1,1,1,1
480,France,2023-03-29,/marktplatz%3Ftab=0?tab=0&ptgId=45&attr=30,1,1,1,1
1294,Switzerland,2023-03-29,/marktplatz?tab=0&attr=109,0,1,1,0
1081,Luxembourg,2023-03-29,/marktplatz%3Ftab=0&appSubPro=205&productId=205?tab=0&attr=79&attr=18,1,1,1,45
1152,Germany,2023-03-29,/,0,6,6,0
181,France,2023-03-29,/marktplatz%3Ftab=0?tab=0,2,1,1,46
1079,Luxembourg,2023-03-29,/marktplatz%3Ftab=0&appSubPro=205&productId=205?tab=0&appSubPro=205&productId=205,1,1,1,11
1078,Luxembourg,2023-03-29,/marktplatz%3Ftab=0&appSubPro=205&productId=205?tab=0,1,1,1,16
189,Germany,2023-03-29,/marktplatz%3Ftab=0&search=bascloud?tab=0&search=bascloud,2,1,1,7
112,France,2023-03-29,/marktplatz%3Ftab=0?tab=0&ptgId=45&certificationType=ATTRIBUTE_CERT,3,1,1,28
185,France,2023-03-29,/marktplatz%3Ftab=0?tab=0&ptgId=45&certificationType=ATTRIBUTE_CERT&certifiId=9,2,1,1,7
66,Germany,2023-03-29,/marktplatz%3Ftab=0?tab=0,6,2,2,14
186,France,2023-03-29,/marktplatz%3Ftab=0?tab=0&ptgId=45&certificationType=ATTRIBUTE_CERT&certifiId=9&certifiId=13,2,1,1,8
1142,France,2023-03-29,/marktplatz?tab=0,0,1,1,0
184,France,2023-03-29,/marktplatz%3Ftab=0?tab=0&ptgId=45&attr=31,2,1,1,6
183,France,2023-03-29,/marktplatz%3Ftab=0?tab=0&ptgId=45&attr=124,2,1,1,3
182,France,2023-03-29,/marktplatz%3Ftab=0?tab=0&ptgId=45&attr=123,2,1,1,6
1080,Luxembourg,2023-03-29,/marktplatz%3Ftab=0&appSubPro=205&productId=205?tab=0&attr=79,1,1,1,16
487,Germany,2023-03-28,/marktplatz%3Ftab=0&appSubPro=309&productId=309?tab=0&appSubPro=309&productId=309,1,2,1,5
488,Germany,2023-03-28,/marktplatz%3Ftab=0&category=CONTENT&ptgId=61&appSubPro=314&productId=314?tab=0&category=CONTENT&ptgId=61&appSubPro=314&productId=314,1,1,1,9
310,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=124,1,1,1,5
187,Germany,2023-03-28,/marktplatz%3Ftab=0&orgId=37?tab=0&search=VREX,2,1,1,15
188,Germany,2023-03-28,/marktplatz%3Ftab=0&productId=277?tab=0&productId=277,2,1,1,59
306,Norway,2023-03-28,/marktplatz%3Ftab=0&search=VREX&productId=309?tab=0&appSubPro=309&productId=309,2,2,1,245
307,Norway,2023-03-28,/marktplatz%3Ftab=0&search=VREX&productId=309?tab=0&search=VREX&productId=309,2,2,1,1
308,Austria,2023-03-28,/marktplatz,1,1,1,1
309,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=106,1,1,1,6
489,Germany,2023-03-28,/marktplatz%3Ftab=0&orgId=37?tab=0,1,1,1,21
1287,Norway,2023-03-28,/marktplatz?tab=0&search=VREX&productId=309,0,2,1,0
1286,Norway,2023-03-28,/login,0,1,1,6
491,Germany,2023-03-28,/marktplatz%3Ftab=0&orgId=37?tab=0&category=CONTENT&ptgId=61,1,1,1,1
328,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=79,1,1,1,3
477,France,2023-03-28,/marktplatz%3Ftab=0&appSubPro=309&productId=309?tab=0&appSubPro=309&productId=309,1,1,1,158
327,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=68,1,1,1,1
326,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=66,1,1,1,2
325,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=64,1,1,1,4
324,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=311,1,1,1,20
323,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=30,1,1,1,2
322,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=3,1,1,1,1
321,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=278,1,1,1,3
319,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=233,1,1,1,9
318,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=230,1,1,1,23
317,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=204,1,1,1,31
316,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=203,1,1,1,11
315,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=191,1,1,1,6
314,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=170,1,1,1,2
313,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=161,1,1,1,1
312,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=154,1,1,1,3
1289,Russia,2023-03-28,/,0,1,1,0
311,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=137,1,1,1,15
490,Germany,2023-03-28,/marktplatz%3Ftab=0&orgId=37?tab=0&category=CONTENT,1,1,1,70
27,Germany,2023-03-28,/marktplatz,14,7,5,121
492,Germany,2023-03-28,/marktplatz%3Ftab=0&orgId=37?tab=0&category=CONTENT&ptgId=61&productId=314,1,1,1,6
1089,Norway,2023-03-28,/marktplatz?tab=0&appSubPro=309&productId=309,1,3,3,1
1084,Norway,2023-03-28,/marktplatz%3Ftab=0&appSubPro=309&productId=309?tab=0,1,1,1,36
1085,Norway,2023-03-28,/marktplatz%3Ftab=0&search=VREX&productId=309,1,1,1,60
506,Germany,2023-03-28,/marktplatz?tab=1,1,1,1,67
507,Germany,2023-03-28,/marktplatz?tab=2,1,1,1,18
1086,Norway,2023-03-28,/marktplatz%3Ftab=0?tab=0&rating=5&productId=203,1,1,1,7
1087,Norway,2023-03-28,/marktplatz%3Ftab=0?tab=0&rating=5&productId=3,1,1,1,21
1088,Norway,2023-03-28,/marktplatz%3Ftab=0?tab=0&rating=5&productId=91,1,1,1,2
1105,Austria,2023-03-28,/,0,1,1,0
505,Germany,2023-03-28,/marktplatz?tab=0&productId=237,1,1,1,84
65,Germany,2023-03-28,/marktplatz%3Ftab=0?tab=0,6,3,3,61
1141,France,2023-03-28,/marktplatz?tab=0&appSubPro=309&productId=309,0,1,1,0
1146,Germany,2023-03-28,/,0,5,4,0
1147,Germany,2023-03-28,/marktplatz?tab=0&appSubPro=309&productId=309,0,2,1,0
1148,Germany,2023-03-28,/marktplatz?tab=0&category=CONTENT&ptgId=61&productId=314,0,2,2,14
1149,Germany,2023-03-28,/marktplatz?tab=0&orgId=37,0,1,1,0
1150,Germany,2023-03-28,/marktplatz?tab=0&search=VREX&productId=309,0,1,1,0
55,Germany,2023-03-28,/marktplatz?tab=0,8,9,7,155
1083,Norway,2023-03-28,/marktplatz%3Ftab=0&appSubPro=309&productId=309,1,1,1,1
493,Germany,2023-03-28,/marktplatz%3Ftab=0&orgId=37?tab=0&orgId=37,1,1,1,2
152,Norway,2023-03-28,/marktplatz%3Ftab=0?tab=0,3,1,1,57
494,Germany,2023-03-28,/marktplatz%3Ftab=0&orgId=37?tab=0&search=VREX&productId=309,1,1,1,2
1151,Germany,2023-03-28,/organisations/256/products/309/edit,0,1,1,0
495,Germany,2023-03-28,/marktplatz%3Ftab=0&productId=277?tab=0,1,1,1,7
496,Germany,2023-03-28,/marktplatz%3Ftab=0&search=VREX&productId=309?tab=0,1,1,1,42
153,Norway,2023-03-28,/marktplatz%3Ftab=0?tab=0&rating=5,3,1,1,3
497,Germany,2023-03-28,/marktplatz%3Ftab=0&search=VREX&productId=309?tab=0&appSubPro=309&productId=309,1,1,1,3
498,Germany,2023-03-28,/marktplatz%3Ftab=0&search=VREX&productId=309?tab=0&search=VREX&productId=309,1,1,1,1
113,Germany,2023-03-28,/marktplatz?tab=0&attr=88,3,1,1,94
504,Germany,2023-03-28,/marktplatz?tab=0&category=CONTENT&ptgId=61&appSubPro=314&productId=314,1,1,1,5
499,Germany,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=203,1,1,1,12
500,Germany,2023-03-28,/marktplatz%3Ftab=0?tab=1,1,1,1,3
501,Germany,2023-03-28,/marktplatz%3Ftab=0?tab=2,1,1,1,11
105,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0,3,1,1,55
102,Norway,2023-03-28,/marktplatz%3Ftab=0&appSubPro=309&productId=309?tab=0&appSubPro=309&productId=309,4,2,2,119
502,Germany,2023-03-28,/marktplatz?tab=0&attr=88&productId=73,1,1,1,5
503,Germany,2023-03-28,/marktplatz?tab=0&category=CONTENT,1,2,1,4
320,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=237,1,1,1,22
